Displaced,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
0,0,0,0,51,11.25,0,Dropout
0,1,0,0,43,10.66666667,12.5,Graduate
1,1,0,0,41,11.8,10.66666667,Graduate
1,1,1,0,23,11.625,11.18181818,Graduate
1,1,1,0,22,0,0,Dropout
1,1,1,1,25,10.25,11.25,Dropout
1,1,1,0,25,10.8,11.35714286,Graduate
1,0,1,1,22,12.54545455,12.66666667,Graduate
0,1,1,0,24,13.57142857,13.4,Graduate
0,1,1,0,47,0,0,Dropout
1,1,1,0,41,0,0,Dropout
1,1,1,0,43,14.77777778,12.2,Graduate
0,1,1,0,29,0,0,Dropout
0,1,1,0,30,0,0,Dropout
0,0,1,0,26,0,0,Dropout
0,0,1,0,27,0,0,Dropout
0,1,1,1,36,11.4,11.6,Graduate
0,1,1,0,29,11.66666667,10.85714286,Dropout
1,1,1,0,35,11.28571429,13,Dropout
0,1,1,1,18,11.5,12.6,Graduate
0,1,1,1,24,16,16,Graduate
1,1,1,1,18,12.5,12.66666667,Dropout
1,1,1,0,18,12,13,Graduate
0,1,1,0,21,0,11.66666667,Graduate
1,1,1,0,21,13,12.6,Graduate
0,1,1,0,32,13.71428571,12.08333333,Graduate
1,1,1,1,22,12.33333333,12.5,Dropout
1,0,1,0,32,12.72727273,12.7,Dropout
0,1,1,0,35,14,0,Dropout
1,0,1,0,23,0,0,Dropout
0,1,1,0,39,11.4,11,Graduate
0,1,1,0,35,0,10,Dropout
0,1,1,0,32,18.875,17.69230769,Graduate
0,1,1,0,20,0,0,Dropout
0,1,1,0,34,11.33333333,12.6,Graduate
1,1,1,0,44,13.5,16.2,Dropout
0,1,1,0,53,15,10,Graduate
0,0,1,0,28,0,0,Dropout
0,1,1,0,31,14.22222222,12.8,Dropout
0,0,1,0,18,0,0,Graduate
0,0,1,0,44,12,0,Dropout
1,1,1,0,19,12.6,12,Graduate
0,1,1,0,21,15.08333333,13.08333333,Graduate
0,1,1,1,18,0,0,Dropout
1,1,1,0,20,14.5,15.3,Graduate
0,1,1,0,55,14.5,13.5,Graduate
0,1,1,0,27,10,13,Graduate
0,1,1,0,19,0,0,Dropout
0,1,1,0,18,11.6,13.2,Graduate
0,1,1,0,43,11.75,0,Dropout
1,1,1,0,18,0,0,Dropout
1,1,1,0,18,0,0,Dropout
1,1,1,1,20,0,0,Dropout
0,0,1,0,29,11.25,11.8,Dropout
1,1,1,0,44,11.57142857,0,Dropout
1,1,1,0,18,10,16,Graduate
0,1,1,1,20,13.83333333,12.3,Graduate
1,1,1,0,20,12.75,12.66666667,Dropout
1,1,1,0,36,0,0,Dropout
1,1,1,0,19,11.6,11,Graduate
0,0,1,0,29,0,0,Dropout
1,1,1,0,18,11.25,10.33333333,Dropout
0,0,1,0,24,0,0,Dropout
0,1,1,0,20,14.33333333,15,Graduate
0,0,1,0,45,0,0,Dropout
1,1,1,1,28,13.5,13.5,Graduate
1,1,1,0,23,12.66666667,12.2,Graduate
1,1,1,0,18,12.44428571,11.34714286,Graduate
1,1,1,0,23,10.66666667,11.33333333,Dropout
1,1,1,0,22,0,0,Graduate
0,1,1,1,22,12.66666667,12.4,Graduate
0,1,1,0,33,13.2,14.83333333,Graduate
0,1,1,0,21,12.7,12.18181818,Graduate
0,1,1,0,45,14.83333333,14.8,Graduate
0,0,1,0,44,11.5,12,Dropout
0,1,1,0,42,0,0,Dropout
1,1,1,0,20,0,0,Dropout
1,1,1,0,20,12.66666667,12.5,Graduate
1,1,1,1,20,14.71428571,12.5,Graduate
1,1,1,0,20,13.66666667,10.25,Graduate
0,1,1,0,19,10.8,13.5,Graduate
0,0,1,0,26,10.5,10.42857143,Dropout
0,1,1,0,31,15,12.5,Graduate
0,1,1,1,19,12.66666667,14,Graduate
1,1,1,0,28,13.16666667,13.66666667,Graduate
1,1,1,1,20,0,0,Graduate
1,1,0,0,43,13,12.5,Graduate
0,1,1,1,25,0,0,Dropout
0,1,0,0,40,10,15,Dropout
0,1,0,0,20,13.33333333,13.375,Graduate
0,1,0,0,46,12.33333333,13.33333333,Graduate
0,1,0,0,26,13.18181818,11.64285714,Graduate
0,1,0,1,34,12.51333333,13.07142857,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,1,18,13.58571429,13.58571429,Graduate
1,1,0,0,18,11.15555556,11.425,Graduate
0,1,1,1,37,11.85714286,12,Graduate
0,1,1,1,23,0,0,Graduate
0,1,1,0,26,14,13.61538462,Graduate
1,0,0,0,18,12,0,Dropout
1,1,0,0,18,11.575,12.42,Graduate
1,1,0,0,19,13.19857143,13.0625,Graduate
0,1,0,0,18,13.5,12,Graduate
1,1,0,0,19,13.33333333,12.8,Dropout
1,1,1,0,20,14.25,10,Graduate
0,1,0,1,22,12.16666667,12,Graduate
1,1,0,1,18,12.21428571,12.21428571,Graduate
0,1,0,1,18,12.66666667,13,Graduate
1,1,0,1,18,12.28571429,13.5,Graduate
1,1,0,1,18,13,13,Graduate
1,1,0,0,18,12.14285714,11.16666667,Graduate
1,1,0,1,19,13.87571429,13.08571429,Graduate
0,1,0,0,20,0,0,Dropout
1,1,0,1,19,11.66666667,0,Dropout
1,1,0,0,18,13.15384615,11,Graduate
1,1,0,1,18,14.5,12.83333333,Dropout
1,1,0,1,18,14.44142857,13.65625,Graduate
1,1,0,0,18,15.16666667,14.28571429,Graduate
0,1,0,1,18,11.6,12.625,Graduate
1,1,0,0,18,11.66666667,12.33333333,Graduate
0,1,0,1,20,12.625,13.2,Graduate
1,1,0,1,19,12.66666667,11,Graduate
1,1,0,1,18,12.83333333,13,Graduate
1,1,0,1,19,11.85714286,13.14285714,Graduate
1,1,0,0,19,11.4,10.75,Graduate
0,1,0,0,19,14.85714286,15.14285714,Graduate
0,1,0,0,19,14.71428571,15.83333333,Graduate
0,1,0,0,20,13.5,13,Graduate
1,1,0,1,18,11.5,12.4,Graduate
0,1,0,0,33,14,0,Dropout
0,1,0,1,19,12.83333333,0,Dropout
0,1,0,1,18,13.42857143,14.75,Graduate
0,1,0,0,19,0,0,Dropout
0,1,0,0,19,11.66666667,11.5,Graduate
1,1,0,0,18,16,14.33333333,Graduate
1,1,0,0,20,13.83333333,11.83333333,Graduate
1,1,0,0,19,13.2325,13.2325,Graduate
1,1,1,1,18,14,14.16666667,Graduate
1,1,1,1,19,10,0,Dropout
1,1,0,0,25,13.33333333,12.27272727,Graduate
1,1,0,1,20,12.5,14.33333333,Graduate
0,1,0,0,19,12.5,11.5,Graduate
1,1,1,0,33,10.5,0,Dropout
1,1,1,0,18,10.66666667,11.33333333,Graduate
1,1,1,0,18,10.5,10.5,Graduate
0,1,0,0,19,12,11.4,Graduate
1,1,0,0,18,0,0,Graduate
0,1,0,0,19,11.5,10.66666667,Graduate
1,1,0,0,18,14,13.5,Dropout
1,1,0,0,18,13.5,12.6,Graduate
1,1,0,0,18,13.07375,13.07375,Graduate
0,1,0,0,37,10.75,0,Dropout
0,1,0,0,20,12,0,Graduate
1,1,0,1,20,14,13.33333333,Graduate
0,1,1,0,21,12.33333333,13.42857143,Graduate
0,1,0,1,18,13.46428571,14.78888889,Graduate
0,1,0,0,26,10.66666667,11.2,Graduate
0,1,0,0,41,11.6,12.2,Graduate
1,1,0,1,18,13.66666667,14.66666667,Graduate
0,1,0,0,18,14.4025,14.4025,Graduate
1,1,0,0,31,15.46875,16.3875,Graduate
0,1,0,0,23,12.625,14.16666667,Graduate
1,1,0,0,19,14.98333333,14.98333333,Graduate
1,1,0,1,20,15,13,Graduate
0,1,0,0,40,15.88888889,14.14285714,Graduate
1,1,0,0,32,11.5,11,Dropout
1,1,0,0,24,10.5,10,Dropout
1,1,0,0,18,13.98333333,13.98333333,Graduate
0,1,0,0,18,13,12.83333333,Graduate
1,1,0,1,18,13.66666667,13,Graduate
1,0,0,0,27,0,0,Dropout
0,1,0,0,18,14.4,15.4,Graduate
0,1,0,0,26,12,11.25,Graduate
1,1,0,0,19,14.16666667,13.66666667,Graduate
1,1,0,0,19,12.2,12,Graduate
1,1,0,0,21,12,12.66666667,Graduate
1,1,0,0,24,10.5,11,Graduate
0,1,0,0,20,12.33333333,10.5,Dropout
1,1,0,0,18,12.2,12.2,Graduate
0,1,0,0,30,0,0,Dropout
1,0,0,0,22,11.5,13.16666667,Graduate
0,1,0,0,21,10.88888889,11.61538462,Graduate
0,1,0,0,26,12.16666667,11.675,Dropout
1,1,0,0,23,10,12,Graduate
0,1,0,1,18,12.66666667,12.16666667,Graduate
1,1,0,0,21,11.4,12.2,Dropout
0,1,0,1,18,0,0,Dropout
1,1,0,0,21,13,12,Graduate
1,1,0,0,18,13.4,12,Graduate
1,1,0,1,19,13.5,12.8,Dropout
1,1,0,0,22,12.25,11.33333333,Graduate
1,1,0,0,19,12.28571429,12.83333333,Graduate
1,0,0,0,19,0,0,Dropout
1,1,0,0,19,10.5,13,Dropout
0,1,0,0,27,14,12,Graduate
1,1,0,0,22,14.2,12.2,Graduate
1,1,0,0,18,13,13.14285714,Dropout
1,1,0,0,20,11,12.75,Graduate
0,1,0,0,34,11,10,Dropout
1,1,0,0,18,12.38571429,13.75555556,Graduate
1,1,1,0,20,14.75,12.25,Graduate
1,1,0,0,20,16.16666667,15.83333333,Graduate
0,1,1,0,25,0,0,Dropout
1,1,1,0,18,12.4,13,Dropout
0,0,1,0,18,11.6,13,Dropout
1,1,0,1,18,12.2,0,Dropout
0,1,0,1,19,11,12.8,Graduate
1,1,0,1,19,12.33333333,12.4,Dropout
0,1,0,1,21,14.83333333,12.57142857,Graduate
0,1,0,0,29,11.55555556,11.9,Graduate
1,1,0,1,20,12,11.83333333,Graduate
1,1,0,1,21,12.72727273,12.6,Graduate
0,1,0,0,34,10.5,11,Dropout
1,1,0,0,20,12.33333333,12,Graduate
0,1,1,0,24,0,12,Dropout
0,1,1,0,18,14.84285714,14.38888889,Graduate
0,1,1,0,19,12.2,12.2,Graduate
0,1,1,1,18,10.8,11.75,Graduate
0,1,1,0,28,12.75,14.33333333,Graduate
0,1,1,0,28,11,12,Dropout
0,1,1,0,20,10.75,0,Dropout
1,1,1,0,22,12.55375,12.55375,Graduate
1,1,1,0,19,12.66571429,12.66571429,Graduate
1,1,1,0,20,12.71428571,13,Graduate
0,1,1,0,26,11.75,0,Dropout
1,0,1,0,21,11,0,Dropout
1,1,1,0,18,0,0,Graduate
1,1,1,0,18,13.4,12.2,Graduate
1,1,1,0,22,12.57894737,12.11764706,Graduate
0,1,1,0,36,0,0,Dropout
1,1,1,1,20,12,11.5,Graduate
0,1,1,0,20,12.33333333,0,Dropout
0,1,1,0,25,11.5,13.5,Dropout
0,1,1,0,35,12.8,13.83333333,Graduate
0,1,1,0,22,0,0,Dropout
0,1,1,0,26,13.28571429,12.14285714,Graduate
0,0,1,0,20,11.8,12,Dropout
0,1,1,0,50,11.33333333,13.5,Dropout
0,1,1,0,20,12.002,12.002,Dropout
0,1,1,0,20,13.97666667,13.22222222,Graduate
0,0,1,0,35,15.2,11,Dropout
0,1,1,1,19,13.14285714,14.16666667,Graduate
0,1,1,0,43,0,0,Dropout
0,1,1,0,19,13.86714286,13.86714286,Graduate
0,1,1,0,25,12.675,12.675,Graduate
1,1,1,0,19,0,0,Graduate
1,1,1,1,20,12,12.5,Graduate
1,1,1,0,22,0,0,Dropout
0,1,1,1,19,11,12.2,Dropout
0,1,1,0,32,10.75,11.33333333,Dropout
1,1,1,0,57,14.2,14.16666667,Graduate
0,0,1,0,20,12.6,11.575,Dropout
1,0,1,0,38,0,0,Dropout
0,1,1,0,45,14,14.16666667,Graduate
0,0,1,0,43,10,12.25,Dropout
1,1,1,0,19,13.83333333,13.125,Graduate
0,0,1,0,49,11,11,Dropout
1,1,1,0,43,11.63571429,11.63571429,Graduate
0,1,1,0,34,12.25,0,Dropout
1,1,1,0,18,12.5,11.28571429,Graduate
0,1,1,0,43,13.8,13.66666667,Graduate
0,1,1,0,21,12,11,Dropout
0,1,1,0,40,11,12.5,Graduate
1,1,1,1,19,13.75,11.55555556,Graduate
0,1,1,0,27,10.66666667,11.25,Graduate
0,1,1,0,43,0,13.15,Dropout
0,1,1,0,31,13.83333333,15.4,Graduate
1,1,1,0,26,0,0,Graduate
0,1,1,0,34,15.8,16.8,Graduate
0,1,1,0,30,12.52608696,12.52608696,Graduate
0,1,1,0,36,12.78333333,0,Dropout
0,0,1,0,46,0,10,Dropout
0,1,1,0,22,13,10.66666667,Graduate
0,1,1,0,27,0,0,Dropout
1,1,1,0,20,10.8,12,Graduate
0,1,1,0,20,11,10,Graduate
0,0,1,0,31,0,0,Dropout
1,1,1,0,20,0,0,Graduate
1,0,1,0,21,12,0,Dropout
0,1,1,0,21,10.75,11,Dropout
0,1,1,0,19,11.6,13.5,Graduate
1,1,1,1,20,11.8,11.6,Graduate
0,1,1,0,18,16,15.16666667,Graduate
0,1,1,1,18,12.66666667,11.5,Graduate
0,1,1,0,30,14.4,13.5,Graduate
0,0,1,0,34,0,0,Dropout
0,0,1,0,21,12.25,13.4,Graduate
0,1,1,0,20,12.6,12.75,Dropout
0,1,1,0,18,13.4,13.4,Graduate
1,1,1,0,21,0,0,Dropout
0,1,1,0,26,10,0,Dropout
1,1,1,0,20,0,0,Dropout
0,1,1,0,25,11.25,11.2,Dropout
0,1,1,0,19,0,0,Graduate
1,1,1,0,24,10.66666667,14,Dropout
0,1,1,0,20,11.75,13.4,Graduate
0,1,1,0,20,0,0,Dropout
1,1,0,0,18,12.66666667,14.125,Graduate
0,1,0,0,25,11.95,12.04285714,Graduate
1,1,0,0,22,14,15.66666667,Graduate
0,0,0,0,41,0,0,Dropout
0,1,0,1,19,11.5,0,Dropout
1,1,0,0,21,12,12.8,Graduate
1,1,0,0,30,16.42857143,16.66666667,Dropout
1,1,0,1,21,13.336,13.20714286,Graduate
0,1,0,1,26,0,0,Graduate
0,1,0,0,21,14.66666667,14,Graduate
1,1,0,0,18,14.11571429,14.11571429,Graduate
1,1,0,1,19,14.85714286,13.11111111,Graduate
1,1,0,1,18,13.83333333,13.71428571,Graduate
1,1,0,0,19,11,11.75,Graduate
0,1,0,0,21,11.75,13.66666667,Graduate
1,1,0,1,18,10,12,Dropout
1,1,0,1,24,12.415,12.415,Graduate
1,1,0,0,21,11,10.5,Graduate
1,1,0,0,23,14.42857143,13.42857143,Graduate
1,1,0,1,18,14.31285714,14.31285714,Graduate
0,0,0,0,26,15.42857143,14.5,Graduate
1,1,0,0,20,12,13.4,Graduate
0,1,0,0,18,13.83333333,13.71428571,Graduate
1,1,0,0,20,12.16666667,12.14285714,Graduate
1,1,0,0,20,14.01428571,14.01428571,Graduate
1,1,0,0,18,10.33333333,13.33333333,Graduate
1,1,0,1,22,13.2,13.6,Graduate
1,1,0,0,20,15.4,15.4,Graduate
1,1,0,1,19,13.38571429,15.925,Graduate
1,1,0,0,18,10.85714286,11,Dropout
0,1,0,0,18,11.33333333,12,Graduate
1,1,0,1,19,14.5,13.6,Graduate
1,1,0,1,19,14.16666667,12.375,Graduate
0,1,0,0,24,12.83333333,12,Graduate
0,1,0,0,21,13.33333333,14.5,Graduate
1,1,0,1,20,13.66666667,14.57142857,Graduate
0,0,0,1,28,10.83333333,11,Dropout
1,1,0,0,21,13.42857143,13.14285714,Graduate
1,1,1,0,20,12.40142857,11.80833333,Graduate
0,0,1,0,36,0,0,Dropout
0,0,1,0,42,0,0,Dropout
0,1,1,0,47,11.5,11.6,Dropout
0,0,1,0,25,0,0,Dropout
0,1,1,1,25,14.14285714,13.5,Graduate
0,1,1,0,48,0,0,Dropout
0,1,1,1,32,13.8,12.8,Graduate
0,1,1,0,38,13.6,13.6,Dropout
0,1,1,0,37,11.73333333,11.88888889,Graduate
0,0,1,0,26,10,10,Dropout
0,1,1,0,23,0,0,Dropout
0,1,1,0,23,0,0,Graduate
0,1,1,0,20,10.8,12,Graduate
1,1,1,0,26,13.04666667,13.30625,Dropout
0,1,0,0,45,11,10.83333333,Graduate
1,1,0,1,26,12.33333333,11.66666667,Graduate
0,1,0,0,26,11.8,13.28571429,Graduate
0,1,0,0,25,11,11.25,Graduate
1,1,0,0,18,13.11,13.11,Graduate
1,1,0,0,27,14.41428571,14.41428571,Graduate
0,0,0,0,24,0,0,Dropout
1,1,0,0,20,12.33333333,12.2,Graduate
1,1,0,1,18,0,10,Dropout
1,1,0,1,18,14.1,13.3125,Graduate
1,1,0,0,18,13.045,13.045,Graduate
1,1,1,0,19,12.858,12.858,Graduate
1,1,0,1,19,14.2525,14.2525,Graduate
0,1,0,1,19,14.06,11.24285714,Graduate
1,1,0,0,18,15.07571429,15.07571429,Graduate
1,1,0,1,18,0,0,Graduate
1,1,0,0,19,13.75,12.6,Graduate
1,1,0,0,23,13.15,13.21428571,Graduate
1,1,0,1,21,12.33333333,11.8,Graduate
1,1,0,1,18,13.77857143,13.12222222,Graduate
1,0,0,0,20,10.33333333,11,Dropout
1,1,0,0,23,11.33333333,11,Graduate
1,1,0,0,20,13.2,12.66666667,Graduate
0,1,0,1,18,13.57142857,12.375,Graduate
0,1,0,0,29,12.75,13.42857143,Graduate
1,1,1,0,28,13,12,Dropout
1,1,1,0,19,11.33333333,11,Graduate
0,0,1,0,24,0,0,Dropout
0,1,1,1,33,0,0,Dropout
1,0,1,0,19,12.5,11,Dropout
0,1,1,0,19,14.85714286,14.14285714,Graduate
0,1,1,0,37,12,11.57142857,Graduate
1,0,1,1,18,0,0,Graduate
0,1,1,0,29,0,0,Graduate
0,1,1,0,37,12.82857143,12.6875,Graduate
0,1,1,0,36,0,0,Dropout
1,1,1,0,19,13.33333333,14,Graduate
1,1,1,1,33,13.07285714,13.07285714,Graduate
0,0,1,0,34,12,11,Dropout
1,1,0,0,18,15.5,16,Graduate
1,1,0,0,20,0,0,Dropout
0,1,0,1,19,14.71428571,15.16666667,Graduate
1,1,0,0,20,16.71428571,15.33333333,Graduate
1,1,0,1,19,10.85714286,11.66666667,Graduate
1,1,0,0,19,11.65833333,12.41666667,Graduate
1,1,0,1,22,11.6,12,Graduate
1,1,0,0,18,14.625,14.14285714,Graduate
0,1,0,1,18,12.16666667,12.66666667,Graduate
1,1,0,0,19,13.375,12.11666667,Graduate
0,1,0,1,19,12.5,12.83333333,Graduate
1,0,0,0,31,12.56,12.56,Dropout
1,1,0,0,18,13.19,14.23125,Graduate
0,1,0,1,19,11,11.25,Graduate
1,1,0,0,18,0,0,Graduate
0,1,0,1,19,11.6,11.71428571,Graduate
0,1,0,0,19,14.26666667,14.26666667,Graduate
0,1,0,1,19,11,13.85714286,Graduate
0,1,0,0,30,12.66666667,12.42857143,Graduate
1,1,0,0,18,0,11,Graduate
1,1,0,0,18,12.77142857,12.77142857,Graduate
1,1,0,0,21,0,0,Dropout
0,1,0,1,19,15.5,13.57142857,Graduate
1,1,0,1,19,13.28571429,14.6,Graduate
1,1,0,0,19,11.71666667,13.7,Graduate
1,1,0,0,19,11.33333333,13.75,Dropout
1,1,0,1,19,13.33333333,13.4,Graduate
0,1,0,1,39,12.33333333,10,Graduate
1,1,0,0,18,12.33333333,12.83333333,Graduate
1,1,0,0,20,0,0,Dropout
1,1,0,0,19,12.6,11.6,Graduate
1,1,0,0,18,12.6,11,Graduate
0,0,0,0,34,14.33333333,12.83333333,Graduate
0,1,0,0,22,12,11,Graduate
1,1,0,0,24,14.85714286,13.6,Graduate
0,1,0,0,34,11.91666667,13.18181818,Graduate
1,1,0,0,46,0,0,Dropout
0,1,0,0,50,13.33333333,12.2,Graduate
0,0,0,0,37,0,0,Dropout
1,1,0,0,18,17,15.5,Graduate
0,1,0,1,25,11.66666667,11.33333333,Graduate
0,1,0,0,46,12.21052632,11.38461538,Graduate
0,1,0,1,30,13,12.85714286,Graduate
0,0,0,0,37,0,0,Dropout
0,1,0,0,50,10.5,11,Graduate
1,1,0,0,20,13.57142857,12.71428571,Graduate
0,1,0,0,39,14,0,Dropout
0,0,0,0,53,0,0,Dropout
1,1,0,0,54,12.46153846,11.1,Dropout
1,1,0,0,19,14.4,13,Graduate
1,0,0,0,20,0,0,Dropout
1,1,0,0,18,14.33333333,14.16666667,Graduate
0,1,0,0,21,11.90909091,10.72727273,Graduate
1,1,0,0,18,13.71428571,14.375,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,1,18,13.46,12.2375,Dropout
1,1,0,0,19,15,13.33333333,Graduate
1,1,0,1,18,0,0,Dropout
1,1,0,0,19,13.4,12.8,Graduate
1,1,0,0,48,13,12.5,Graduate
0,1,0,0,34,11.25,13.75,Graduate
0,1,0,0,18,12.6,11.6,Graduate
0,1,0,0,50,12.66666667,11.83333333,Graduate
0,1,0,0,41,12.33333333,12.10526316,Graduate
1,1,0,1,22,12,11,Dropout
0,1,0,0,43,16.4,16.6,Graduate
0,1,0,0,50,0,0,Dropout
0,1,0,0,60,12.75,14.75,Graduate
0,1,0,0,41,14.5,13,Graduate
0,1,0,0,47,14.8,14.4,Graduate
0,1,0,0,22,10.36842105,11.5,Graduate
0,1,0,0,41,0,0,Dropout
0,1,0,0,28,10.66666667,11.33333333,Graduate
0,1,0,0,32,12.69230769,12.38461538,Graduate
1,1,0,0,50,0,0,Dropout
0,1,0,0,53,11.8,11.66666667,Graduate
0,0,0,0,54,0,0,Dropout
0,1,0,0,49,12.33333333,11.5,Graduate
0,1,0,0,34,13,11.875,Dropout
0,1,0,0,45,12.5,11.66666667,Dropout
0,1,0,1,47,12.2,11.25,Graduate
1,1,0,0,22,11,11.2,Graduate
0,1,0,0,33,10,12,Dropout
0,1,0,1,43,12.33333333,11.5,Graduate
0,1,0,0,54,14.30769231,15.23076923,Graduate
0,1,0,0,39,14.45454545,13.5,Graduate
0,1,0,0,39,11,13.2,Graduate
0,1,0,1,18,13.14285714,12.83333333,Graduate
0,1,0,1,19,13.75,11.85714286,Graduate
1,1,0,1,18,14,13.8,Graduate
0,1,0,0,44,13.75,12.5,Graduate
0,1,0,0,27,0,0,Dropout
1,1,0,1,18,13.16666667,12.42857143,Graduate
0,1,0,0,45,12.44444444,12,Dropout
1,1,0,0,20,12.66666667,13,Graduate
0,1,0,0,40,11.33333333,10.5,Graduate
0,1,0,0,40,11.25,12,Graduate
0,1,0,0,18,13.6125,14.575,Graduate
1,1,0,0,21,12.41428571,12.41428571,Graduate
1,1,0,0,20,0,0,Graduate
0,1,0,0,36,11.5,11.4375,Graduate
0,1,0,0,27,0,0,Dropout
0,1,0,0,32,11,13.125,Graduate
1,1,0,1,18,14,13.5,Graduate
0,1,0,0,37,12,12,Dropout
1,1,0,0,19,12.5,12.5,Graduate
0,1,0,1,41,11.33333333,11.33333333,Graduate
0,1,0,1,18,14.06666667,14.06666667,Graduate
0,1,0,0,21,13.55555556,13.57142857,Graduate
1,0,0,0,23,11.6,12.25,Dropout
1,1,0,0,18,0,0,Dropout
1,1,0,0,18,13.27625,13.27625,Graduate
0,1,0,0,21,0,0,Dropout
1,1,0,0,19,14.375,14.75,Graduate
0,1,0,0,47,0,0,Dropout
0,1,0,1,48,10.66666667,11.8,Graduate
0,1,0,0,39,13.41666667,14.5,Graduate
1,1,0,0,19,12.97166667,12.32142857,Graduate
0,1,0,0,38,10.92857143,11.83333333,Dropout
0,0,0,0,27,0,0,Dropout
1,1,0,1,18,0,0,Graduate
0,1,0,0,34,13.25,0,Graduate
0,1,0,0,48,11.33333333,12.4,Dropout
0,1,0,0,25,11,0,Dropout
0,1,0,1,32,12.75714286,12.75714286,Graduate
0,1,0,1,18,14.5,14.66666667,Graduate
0,1,0,0,20,13.83333333,14.57142857,Graduate
1,1,0,0,20,11.25,10.4,Graduate
1,1,0,0,20,0,0,Dropout
1,1,0,0,19,13.67,13.67,Graduate
1,1,0,0,39,0,12.5,Dropout
1,1,0,0,29,13,0,Dropout
0,1,0,0,36,0,0,Dropout
1,1,0,0,18,11.97142857,11.97142857,Graduate
0,1,0,0,51,0,0,Dropout
0,1,0,0,23,16,12.25,Dropout
1,1,0,0,21,0,0,Dropout
1,0,0,0,28,12.75,0,Dropout
0,1,0,0,34,11,10.75,Graduate
0,1,0,0,41,0,0,Dropout
0,1,0,1,43,12.2,12.33333333,Graduate
1,1,0,0,28,12.42857143,12.3,Graduate
0,1,0,1,19,14.5,13.58333333,Graduate
0,1,0,0,26,13,13.83333333,Graduate
1,1,0,0,18,11.71428571,12.75,Graduate
0,1,0,0,45,10.25,13,Dropout
0,1,0,0,19,0,0,Dropout
0,1,0,0,20,12.375,13.14285714,Graduate
0,1,0,0,18,12.66666667,12,Graduate
1,1,0,0,27,10.5,12,Dropout
0,1,0,0,20,14.125,12.6,Graduate
1,1,0,0,18,14.66666667,13.83333333,Graduate
0,1,0,0,35,11.4,12.33333333,Graduate
0,1,0,0,26,0,0,Dropout
1,1,0,1,39,14,14.8,Graduate
1,1,0,0,18,0,0,Graduate
0,1,0,0,36,0,0,Dropout
0,1,0,0,38,12.63636364,11,Graduate
0,1,0,0,45,12.33333333,11,Dropout
0,1,0,0,62,15,12.83333333,Graduate
1,1,0,1,20,11.75,12.66666667,Graduate
1,1,0,0,18,14.13714286,14.13714286,Graduate
0,1,0,0,18,12,11,Dropout
0,1,0,0,23,10.8,11.5,Graduate
1,1,0,1,19,13.28571429,12.5,Dropout
1,1,0,1,19,13.6,12.6,Graduate
0,1,0,0,18,13.55,14.1875,Graduate
1,1,0,0,18,0,0,Graduate
0,1,0,0,41,13.5,11.16666667,Graduate
0,1,0,1,51,11.6,14.2,Graduate
1,1,0,0,24,12.5,12.6,Graduate
0,1,0,0,25,11,12.66666667,Dropout
0,1,0,0,18,12,13,Graduate
1,1,0,0,20,11.6,12.33333333,Graduate
1,1,0,0,19,0,0,Dropout
0,1,0,0,41,14.63636364,14.6,Graduate
1,1,0,1,19,13,12.16666667,Graduate
0,1,0,0,28,12.78571429,13.875,Dropout
1,1,0,0,21,14.5,12,Graduate
1,0,0,0,22,14.6,12.75,Dropout
1,0,0,0,18,12.5,12.16666667,Graduate
1,1,0,1,19,14,13.125,Graduate
1,1,0,1,19,13.80142857,14.575,Graduate
0,0,0,0,25,14.42857143,13.66666667,Graduate
1,1,0,1,18,14.35,14.35,Graduate
1,1,0,0,19,14.33333333,13.5,Graduate
1,1,0,0,20,12.25,11.5,Graduate
0,1,0,0,46,13.33333333,11.83333333,Graduate
1,0,0,0,19,13,13.25,Graduate
1,1,0,0,18,11.75,11.2,Graduate
1,1,0,1,18,14.5,13,Graduate
1,1,0,1,19,11.82,11.82,Graduate
1,1,0,0,20,0,0,Dropout
0,1,0,1,38,12.4,12.66666667,Graduate
1,1,0,0,18,12.57142857,11.85714286,Graduate
1,1,0,1,18,13.85714286,14.9,Graduate
1,1,0,0,18,11.83333333,13.8,Graduate
0,1,0,0,20,11,11.5,Graduate
1,1,0,0,19,14.66666667,13.66666667,Graduate
0,0,0,0,37,0,0,Dropout
0,1,0,0,24,12.71428571,12.71428571,Graduate
1,1,0,0,19,13.42222222,12.18888889,Graduate
1,1,0,1,19,14,12.2,Dropout
1,1,0,1,19,12.14285714,13.375,Dropout
1,1,0,1,18,12.8,13,Graduate
1,1,0,1,18,14.57285714,14.95555556,Graduate
0,1,0,0,18,11.25,11,Graduate
1,1,0,1,19,10,11.75,Graduate
1,1,0,0,18,14.4,14.6,Dropout
1,1,0,0,20,12.98285714,14.4625,Graduate
1,1,0,0,20,15.75,13,Graduate
0,1,0,0,18,12.28571429,14,Dropout
1,1,0,0,20,13.755,13.57142857,Graduate
1,1,0,1,18,13.83333333,13.5,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,0,18,14.71111111,14.62777778,Graduate
1,1,0,0,20,14.61538462,13.7,Graduate
0,1,0,0,18,13.67714286,14.53333333,Graduate
1,1,0,1,19,13.16666667,12.8,Graduate
